ID,lexeme,parse,root,lexical category,topic,Level,English,ex sh1,ex se1,ex sh2,ex se2,ex sh3,ex se3,ex sh4,ex se4,ex sh5,ex se5,ex sh6,ex se6,ex sh7,ex se7,ex sh8,ex se8,ex sh9,ex se9,ex sh10,ex se10,ex sh11,ex es11,ex sh12,ex se12,
1910,tl’itl’uts’ul’s ,√tl’its’-els-PROG,√tl’its,V,ACT,NA,"sneaking (for ex, cat)",na'ut yutl'itl'uts'ul's tthu pous 'u tthu sququweth.,The cat is sneaking up on the rabbit. RP 80B),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1911,tl’ikw’un’ ,√tl’ikw’un’,√tl’ikw’un’,N,PL,C,pea (and wild pea); Indian tobacco,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1912,tl’imun ,√tl’imun,√tl’imun,N,FH,C,"bowstring, tendon, leadline",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1913,tl’i’nu ,√tl’i’nu,√tl’i’nu,N,FO,C,oil: oolichan or herring oil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1914,stl’i’tl’qulh ,s-√tl’iqulh-DIM,√tl’iqulh,N,KIN,B,child,nuwu tse' thuyt tthun' stl'i'tl'qulh 'i' yelh snem's huye'.,You will be the one to prepare your young one before he departs. (WS Eagle Story),u-u-uy' stl'i'tl'qulh 'uy'.,"Okay, young one, okay. (WS Eagle Story)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1915,stl’ul’iqulh ,s-√tl’iqulh-PL,√tl’iqulh,N,KIN,B,children,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1916,hwustl’i’tl’qulh ,hwu-s-√tl’iqulh-DIM,√tl’iqulh,V,ACT,NA,turned into a child,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1917,tl’iw’ ,√tl’iw’,√tl’iw’,V,ACT,NA,"sneak off, run away",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1918,tl’itl’uw’ul’mun’ ,√tl’iw’-ulmun-PROG,√tl’iw’,V,ACT,NA,wanting to run away,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1919,tl’i’ ,√tl’i’,√tl’i’,ADV,DES,C,"difficult, hard",nan' 'uw' tl'i' tthu syays.,The work is very difficult. (EW 310174),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1920,stl’i’ ,s-√tl’i’,√tl’i’,V,PC,B,"want, desire, like",nustl'i' thu nu chumux.,I want my gum. (CA skwathshun'),suw' pte'mutewut tthuw'nilh swiw'lus...'uw' stemus kws stl'i's.,The young man... was asked what he wanted. (WS Eagle Story),stem kw'un' stl'i'.,What do you desire? (WS Eagle Story),...stl'i's kw's tul'nuhws tthuw'nun'ullh 'uw' niis 'uw' hwun' huli tthuw'nilh.,...they wanted to find out if he was alive. (WS Eagle Story),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1921,hwustl’i’ ,hwu-s-√tl’i’,√tl’i’,V,STP,C,liked (become),hwu'uy'stum 'u tthu siiyey'us tl'lim' 'uw' hwustl'i' 'u tthu mustimuhw hwu'uwu niis tl'e' shumen.,"He was liked by his relatives, liked by the people and he had no enemies now. (WS Eagle Story)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1922,tl’i’t ,√tl’i’-t,√tl’i’,V,PC,C,"like, not want to part with something one treasures",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1923,tl’i’stuhw ,√tl’i’-stuhw,√tl’i’,ADJ,DES,C,"expensive, too expensive",nan 'uw' tl'i'stuhwus.,It's too expensive (for me). (RP 14FEB77),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1924,tl’i’stum ,√tl’i’-stuhw-m,√tl’i’,ADJ,DES,C,"expensive, too expensive PASS",ni' tl'i'stum kwthu shp'utl'umelu ni' 'iluqutus tthun' men.,The pipe your father bought was expensive. (RP FEB82),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1925,hwtl’i’ ,hw-√tl’i’,√tl’i’,ADJ,DES,C,"expensive, asks for more than the regular price",nan 'uw' hwtl'i' kwthu shhwimelu ni' 'utl' xwul'qw'selu.,The store at Koksilah is very expensive. (RP FEB82),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1926,tl’u’iws ,√tl’i’-iws,√tl’i’,ADJ,DES,C,stingy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1927,tl’i’tul ,√tl’i’-tal,√tl’i’,V,PC,C,like each other,tl'i'tul tthuw'ne'ullh swaw'lus.,These young men were very close to each other. (WSEagle Story),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1928,tl’kwat ,√tl’kwa-t,√tl’kwa,V,CON,C,"grab and pull (break bread, grab someone by his clothes)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1929,tl’ekwt ,√tl’kwa-t-PROG,√tl’kwa,V,CON,C,grabbing and pulling; pinching; picking on,tl'ekwthe'lum' 'utl' Ruby.,Ruby is pinching me. (RP 4JAN80A),e'ut hwi' tl'ekwtus.,Now he is picking on him. (RP 4JAN80A),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1930,tl’pet ,√tl’pet,√tl’pet,N,HC,C,basket: large waterproof basket,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1931,tl’up ,√tl’pu,√tl’pu,ADV,DES,B,deep,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1932,tl’itl’up ,√tl’pu-STA,√tl’pu,V,STP,C,"below, under",na'ut tl'itl'up 'u tthu lulplash.,It is under the boards. (RP 2Nov82),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1933,tl’itl’up ,√tl’pu-RDP,√tl’pu,ADV,DES,C,"deep: depths, bottom",tahw ts'u nuw' q'ay tthu t'ult'eluw's 'i' ni' tus 'u tthu tl'itl'up.,By then his arms were weakening when they arrived at the bottom of the mountains. (WS Eagle Story),us tthuw'ne'ullh suw' nem' suw'q'tum 'i' 'uwu-te' ste-e-em swi'wul' 'u tthu tl'itl'up.,When they reached the place they went down to look and there was nothing to see on the sea bottom. (WS Seal Story),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1934,tl’pil ,√tl’pu-il,√tl’pu,ADV,DES,C,"down: go down, come down",ni' ch ts'u 'uw' yule'lum'ut tthey' stth'am' kwus wulh ne-e-em' tl'pil nuw'ilum 'u tthu ts'xemuns.,You could actually see the bone sink down into his chest. (WS Eagle Story),yelh sus nem' tl'lim' 'uw' tl'pil nem' 'u tthu tl'itl'up kwsus suw'q' 'u kw' s'ulhtuns.,"Then they started going down the mountain, they finally had to hunt for their food at the lowest elevation of the mountain. (WS Eagle Story)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1935,tl’upthat ,√tl’pu-that,√tl’pu,ADV,DES,C,deep: get deep,tl'upthat tthu sta'luw'.,The river got deep. (RP 2NOV82.),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1936,0 tl’puthut ,√tl’pu-that,√tl’pu,ADV,DES,C,deep: get deep,tl'puthut tthu sta'luw'.,The river made itself deeper--wore out a channel. (RP 2NOV82.),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1937,tl’upul’ ,√tl’pu-il-PROG,√tl’pu,V,ACT,NA,"down: going down, coming down",hith ts'u kwsus nem' yutl'upul' tthuw'nun'ulh.,It took a long time for them to descend down. (WS Eagle Story),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1938,tl’pilsh ,√tl’pu-il-sh,√tl’pu,V,ACT,NA,lower him/her,sus ne-e-em' 'uw' tl'pilshus.,He then lowered him. (WS Eagle Story),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1939,tl’piltham’sh ,√tl’pu-il-t-sam’sh,√tl’pu,V,ACT,NA,down: bring me down,nilh 'i m'i tl'piltham'sh 'u kwthu smeent niilh nushni'.,It was them that brought me down from the mountain where I was. (WS Eagle Story),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1940,tl’pilustum ,√tl’pu-m-stuhw-m,√tl’pu,V,ACT,NA,"drown, sink, go under PASS",ha' tsun nem' hwu'alum' nem' 'u kwthunu snuhwulh 'i' xwum nem' tl'pilustum.,"If I return to my canoe, it (a seal) will go under. (WS Seal Story)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1941,tl’pilustaam ,√tl’pu-il-stuhw-amum,√tl’pu,V,ACT,NA,"drown, sink: you go under",ni' tsun 'uw' yule'lum'utha'mu kw sus wulh tl'pilustaam ni' 'u kwthu xatsa'.,I saw you sink in the lake. (RP 80S),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1942,tl’itl’uptun’ ,√tl’pu-ten-RDP,√tl’pu,N,CL,D,"skirt: inner cedar bark skirt for women, modern skirt or slip",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1943,hwtl’up ,hw-√tl’pu,√tl’pu,ADJ,DES,C,deep,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1944,stl’paythun ,s-√tl’pu-aythin,√tl’pu,N,BP,B,lip: lower lip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1945,shtl’pun’u ,s-hw-√tl’pu-un’u,√tl’pu,N,BP,C,earlobe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1946,shtl’i’tl’pun’u ,s-hw-√tl’pu-un’u-DIM,√tl’pu,N,BP,C,earlobe DIM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1947,stl’pitth’e’ ,s-√tl’pu-itth’e’,√tl’pu,N,CL,B,slip (undergarment),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1948,shtl’pi’wun’ ,s-x-√tl’pu-i’wun,√tl’pu,N,CL,A,shirt,nem' lhts'ulexut tthu shtl'pi'wun's tthun' men.,Cut the sleeve of your father’s shirt. (RP 0481),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1949,hwtl’upnets ,hw-√tl’pu-nets,√tl’pu,N,PN,B,Maple Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1950,stl’piqun’ ,s-√tl’pu-qen-STA,√tl’pu,V,MOT,C,down: bottom of a hill,nem' kwunut kwthu skw'a'wus ni' ni' 'u tthu stl'piqun'.,Go and get the bucket that is at the bottom of the hill. (RP FEB82),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1951,tl’upqenum ,√tl’pu-qen-m,√tl’pu,V,MOT,C,down: go downhill,ni' tl'upqenum 'utl' hwsala'utsum.,He went down Mt. Provost. (RP 121275),skw'ey kw'unus tl'upqenum 'u tthu tsilhus kwunus 'i sum'e'kwulh.,I can’t climb down a steep hill because of my injury. (RP 80B),m'i ch hwun' tl'upqenum 'u thu smeent.,Come down from the mountain early. (RP 0481),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1952,tl’epqe’num’ ,√tl’pu-qen-m-PROG,√tl’pu,V,MOT,C,down: going downhill,e'ut' yutl'epqe'num' yu'e'wunusam'shus.,He is coming downhill toward me. (RP 121275),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1953,tl’upqenulhtsut ,√tl’pu-qen-lhts-t,√tl’pu,V,MOT,C,bring something down to the bottom of a hill for someone,nem' tl'upqenulhtsut thu slheni' 'u tthu yukwun'etus.,Bring down the hill for the lady what she has. (RP FEB82),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1954,shtl’pe’luxutth’ ,shhw-√tl’pu-eluxutth’-STA,√tl’pu,V,ACT,NA,propped up on side with,nem' lhu tuw' mu'ul'we'st 'u tthu ni' shtl'pe'luxutth's thu qeq.,Go take some of the stuff of the that the baby is propped up with. (RP 80B),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1955,tl’upqi’num ,√tl’pu-qin-m,√tl’pu,V,ACT,NA,put something under your pillow,tl'upqi'num ch p'e' 'u lhun' shtutle'lu.,Put your wallet under your pillow. (RP FEB82),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1956,stl’pel’qun’ ,s-√tl’pu-el’-qin,√tl’pu,N,BI,NA,feather; feather mattress,uy' mul'ul tthu qe'is nu stl'pel'qun'.,My new mattress is very soft. (RP 0481),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1957,stl’pal’we’lh ,s-√tl’pu-al-we’lh-STA,√tl’pu,ADV,STP,C,"underneath, under the underside",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1958,tl’pal’wilum ,s-√tl’pu-al-wil-m,√tl’pu,ADV,STP,C,underneath: go underneath,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1959,tl’pal’wilt ,s-√tl’pu-al-wil-t,√tl’pu,ADV,STP,C,underneath: put it underneath (eg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1960,stl’qeen ,s-√tl’qeen,√tl’qeen,N,BI,NA,feather: eagle feathers used on dancer costumes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1961,tl’qey’kwu ,√tl’qey’kwu,√tl’qey’kwu,V,STP,C,distant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1962,tl’i’tl’qi’kwu ,√tl’qey’kwu-DIM,√tl’qey’kwu,V,STP,C,distant DIM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1963,tl’qw’ay’ ,√tl’qw’ay’,√tl’qw’ay’,N,FH,C,milt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1964,stl’utl’iqw’ ,s-√tl’qw’u-STA,√tl’qw’u,V,STP,C,"wrapped up, put away",ii ch wulh stl'utl'iqw'.,Are you bundled up? (RP MAR80),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1965,stl’e’tl’utl’iqw’ ,s-√tl’qw’u-DIM-STA,√tl’qw’u,V,STP,C,"wrapped, put away DIM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1966,tl’qw’ut ,√tl’qw’u-t,√tl’qw’u,V,ACT,NA,wrap it up; tidy up; put outer clothing on someone,tl'qw'utus tthu ni' se'wuns snem's 'uw' qul'et 'imush.,He would gather up his trail food and walk again. (WS Eagle Story),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1967,tl’qw’uthut ,√tl’qw’u-that,√tl’qw’u,V,ACT,NA,"put on ones coat/gloves, get ready to go",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1968,tl’aqw’thut ,√tl’qw’u-that,√tl’qw’u,V,ACT,NA,"putting on coat/gloves, getting ready to go",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1969,tl’qw’iwsum ,√tl’qw’u-iws-m,√tl’qw’u,V,ACT,NA,gather up one's possessions,hwun' netulh 'i' ni' wulh 'umut suw' tl'qw'iwsum.,In the early morning he would get up and gather his possessions. (WS Eagle Story),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1970,tl’ush ,√tl’she,√tl’she,V,CON,C,ripped,ni' hwi' tl'ush tthu suqiwsth.,His pants ripped. (RP 0481),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1971,stl’utl’esh ,s-√tl’shu-STA,√tl’shu,V,CON,C,plowed,nem' xwqw'unup 'u tthu ni' stl'utl'esh spulhxun.,Go and harrow the field that is plowed. (RP 80B),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1972,tl’shet ,√tl’she-t,√tl’she,V,CON,C,"rip it, plow up",nem' tl'shet thu s'ulnutsth thun' tl'itl'uptun.,Go rip out the hem of your skirt. (RP 0481),tl'shet tthu shhwutl'qun'elu 'i' nilh 'un' shhw'utth'wils.,Rip the pillow case and use it for a dishtowel. (RP 0481),na'ut hwi' tl'shetus tthunu sp'eq'um.,He is plowing up my flowers. (RP 0481),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1973,tl’shulhtstham’sh ,√tl’she-lhts-t-sam’sh,√tl’she,V,CON,C,rip it for me; plow it for me,tl'shulhtstham'sh ch 'u lhu s'ulnutsth lhunu s'itth'um.,Rip the hem off my dress for me. (RP FEB82),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1974,hwtl’shexun ,hw-√tl’she-exun,√tl’she,V,CON,C,explode (rip open?),ni' tiqw' 'i' ni' hwtl'shexun tu'i sxuy'usth,It hit and their heads exploded. (RP 21Aug75),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1975,tl’shunup ,√tl’she-unup,√tl’she,V,CON,C,plow (v,tl'shunup 'u tthu spulhxun.,Plough the field. (RP 6JUNE80),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1976,tl’ushun’up ,√tl’she-unup-PROG,√tl’she,V,CON,C,plowing,nii 'i'elh tl'ushun'up kwthun' men.,Is your father plowing again? (RP 0481),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1977,shtl’ushun’up ,shhw-√tl’she-unup-PROG,√tl’she,V,CON,C,plow (n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1978,tl’shunupt ,√tl’she-unup-t,√tl’she,V,CON,C,plow it,nem' tl'shunupt tthu spulhxun.,Go plow the field. (RP 0481),na'ut hwi' tl'shunuptus tthunu sp'eq'um.,He is plowing up my flowers. (RP 0481),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1979,tl’shunupulhtstham’sh ,√tl’she-unup-lhts-t-sam’sh,√tl’she,V,CON,C,plow it for me,tl'shunupulhtstham'sh ch tse' 'u tthunu tumuhw 'u tun'a sxu'athuns.,You will plow my field for me on Thursday. (RP 80B),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1980,tl’shunupulhtsum ,√tl’she-unup-lhts-m,√tl’she,V,CON,C,plow it for me,tl'shunupulhtsum 'u tthu spulhxun.,Plough the field for me. (RP 6JUNE80),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1981,tl’uhw ,√tl’hwa,√tl’hwa,ADV,DES,C,covered (get covered),na'ut tl'uhw 'u tthu luxwtun.,It got covered with the blanket. (RP FEB83),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1982,stl’utl’ehw ,s-√tl’hwa-STA,√tl’hwa,ADV,DES,C,"covered, kept warm",tl'im' ch 'uw' yustl'utl'ehw 'uw' ne'muhw 'imush.,Be sure and have warm clothing on when you go walking. (RP 0481),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1983,stl’utl’ihw ,s-√tl’hwa-STA,√tl’hwa,ADV,DES,C,covered,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1984,tl’hwat ,√tl’hwa-t,√tl’hwa,V,ACT,NA,cover it (to warm up),tl'hwat tthun' sxun'u.,Cover your legs. (RP 0481),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1985,tl’hwat ,√tl’hwa-t,√tl’hwa,V,ACT,NA,cover it (heavily); honour by giving material goods to (in longhouse),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1986,tl’ehwt ,√tl’hwa-t-PROG,√tl’hwa,V,ACT,NA,covering it (to warm up),ii ch tl'ehwt tthun' sxun'u.,Are you covering your legs? (RP 0481),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1987,tl’hwum ,√tl’hwa-m,√tl’hwa,V,STP,C,warm: get warm,yelh nusni' tl'hwum.,I finally got warm. (RP MAR80),i tst tl'hwum kwsus wil' thu sum'shathut.,We got warm when the sun shone. (RP MAR82),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1988,tl’ehwum’ ,√tl’hwa-m-PROG,√tl’hwa,ADJ,DES,B,"warm (weather, blanket, room)",tl'ehwum tthun' lelum'.,Your house is warm. (CW JUL91),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1989,shtl’hwastun ,shhw-√tl’hwa-as-ten,√tl’hwa,N,HH,C,window blind,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1990,tl’hwi’qwum ,√tl’hwa-a’qw-m,√tl’hwa,V,ACT,NA,cover your head (hair),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1991,shtl’hwa’luqw ,s-hw-√tl’hwa-al-a’qw-STA,√tl’hwa,ADV,DES,C,covered (head is covered),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1992,hwtl’xwa’luqwt ,hw-√tl’hwa-al-a’qw-t,√tl’hwa,V,ACT,NA,cover it over him,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1993,hwtl’xwa’luqwum ,hw-√tl’hwa-al-a’qw-m,√tl’hwa,V,ACT,NA,cover your head (whole head),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1994,tl’hwutst ,√tl’hwa-tsun-t,√tl’hwa,V,ACT,NA,"cover it (something flat, for ex, something on the ground)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1995,tl’uhwupsemtun ,√tl’hwa-upsem-ten,√tl’hwa,N,CL,B,scarf (neck scarf),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1996,tl’hwut ,√tl’hwu-t,√tl’hwu,V,ACT,NA,"beat him/her (game, race)",nii ch tl'hwut tthun' mun'u.,Did you beat your son? (RP 0481),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
